facilityCode,name,legalName,providerType,facilityCategory,levelOfCare,ownership,tier,contractStatus,medicalChainRole,largeInstitutionFlag,servicesOffered,acceptsInsurance,insurersAccepted,insuranceEvidence,sourceClass,sourceNotes,region,district,county,subcounty,address,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,phone,email,contactPerson,paymentTermDays,creditLimitUGX,contractStartDate,contractEndDate,contractNotes,licenceNumber,registrationNumber,facilityLevel,smartProviderId,slade360ProviderId
UG-FAC-01402-WELLNESS-KAMWENGE-PHARMACY,Wellness Kamwenge Pharmacy,Wellness Kamwenge Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Medical Concierge,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kamwenge,Kamwenge,Kamwenge Municipal,"Kamwenge Municipal, Kamwenge, Uganda",0.218751,30.483717,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671094519,billing.1402@wellness.kamwenge.pharmacy.test.ug,Provider Relations 1402,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001402,UG-REG-TEST-001402,Retail Pharmacy,SMART-UG-01402,SLADE-UG-01402
UG-FAC-01403-SUNRISE-MUKONO-PHARMACY,Sunrise Mukono Pharmacy,Sunrise Mukono Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Mukono,Mukono,Mukono Hill View,"Mukono Hill View, Mukono, Uganda",0.329201,32.71636,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671102438,billing.1403@sunrise.mukono.pharmacy.test.ug,Provider Relations 1403,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001403,UG-REG-TEST-001403,Retail Pharmacy,SMART-UG-01403,SLADE-UG-01403
UG-FAC-01404-CARE-SOROTI-PHARMACY,Care Soroti Pharmacy,Care Soroti Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Soroti,Soroti,Soroti Hill View,"Soroti Hill View, Soroti, Uganda",1.737184,33.610439,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671110357,billing.1404@care.soroti.pharmacy.test.ug,Provider Relations 1404,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001404,UG-REG-TEST-001404,Retail Pharmacy,SMART-UG-01404,SLADE-UG-01404
UG-FAC-01405-ST-MARY-S-YUMBE-PHARMACY,St. Mary's Yumbe Pharmacy,St. Mary's Yumbe Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Liberty|APA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Yumbe,Yumbe,Yumbe Hill View,"Yumbe Hill View, Yumbe, Uganda",3.479052,31.217817,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671118276,billing.1405@st.mary.s.yumbe.pharmacy.test.ug,Provider Relations 1405,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001405,UG-REG-TEST-001405,Retail Pharmacy,SMART-UG-01405,SLADE-UG-01405
UG-FAC-01406-CITY-MEDICALS-SIRONKO-UNIVERSITY-W,City Medicals Sironko University Ward,City Medicals Sironko University Ward Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,AAR,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Sironko,Sironko,Sironko West,"Sironko West, Sironko, Uganda",1.202105,34.267955,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671126195,billing.1406@city.medicals.sironko.university.ward.test.ug,Provider Relations 1406,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001406,UG-REG-TEST-001406,Retail Pharmacy,SMART-UG-01406,SLADE-UG-01406
UG-FAC-01407-LIFELINK-MEDICAL-CENTRE-JINJA-UNIV,LifeLink Medical Centre Jinja University Ward,LifeLink Medical Centre Jinja University Ward Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Sanlam|AAR,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Jinja,Jinja,Jinja Central,"Jinja Central, Jinja, Uganda",0.396783,33.200369,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671134114,billing.1407@lifelink.medical.centre.jinja.university.w.test.ug,Provider Relations 1407,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001407,UG-REG-TEST-001407,Retail Pharmacy,SMART-UG-01407,SLADE-UG-01407
UG-FAC-01408-HOPE-MASAKA-PHARMACY,Hope Masaka Pharmacy,Hope Masaka Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,ICEA|Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Masaka,Masaka,Masaka East,"Masaka East, Masaka, Uganda",-0.343055,31.743315,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671142033,billing.1408@hope.masaka.pharmacy.test.ug,Provider Relations 1408,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001408,UG-REG-TEST-001408,Retail Pharmacy,SMART-UG-01408,SLADE-UG-01408
UG-FAC-01409-AAR-HEALTH-CARE-KAMPALA-HILL-VIEW,AAR Health Care Kampala Hill View,AAR Health Care Kampala Hill View Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Sanlam|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Kampala,Kampala,Kampala Market Ward,"Kampala Market Ward, Kampala, Uganda",0.332075,32.589925,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671149952,billing.1409@aar.health.care.kampala.hill.view.test.ug,Provider Relations 1409,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001409,UG-REG-TEST-001409,Retail Pharmacy,SMART-UG-01409,SLADE-UG-01409
UG-FAC-01410-ST-MARY-S-PALLISA-PHARMACY,St. Mary's Pallisa Pharmacy,St. Mary's Pallisa Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Liberty|GA Insurance|Prudential|APA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Pallisa,Pallisa,Pallisa North,"Pallisa North, Pallisa, Uganda",1.126915,33.737668,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671157871,billing.1410@st.mary.s.pallisa.pharmacy.test.ug,Provider Relations 1410,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001410,UG-REG-TEST-001410,Retail Pharmacy,SMART-UG-01410,SLADE-UG-01410
UG-FAC-01411-VICTORIA-IGANGA-PHARMACY,Victoria Iganga Pharmacy,Victoria Iganga Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,ICEA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Iganga,Iganga,Iganga Market Ward,"Iganga Market Ward, Iganga, Uganda",0.618584,33.481362,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671165790,billing.1411@victoria.iganga.pharmacy.test.ug,Provider Relations 1411,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001411,UG-REG-TEST-001411,Retail Pharmacy,SMART-UG-01411,SLADE-UG-01411
UG-FAC-01412-TRUST-KAMWENGE-PHARMACY,Trust Kamwenge Pharmacy,Trust Kamwenge Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Britam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kamwenge,Kamwenge,Kamwenge South,"Kamwenge South, Kamwenge, Uganda",0.141876,30.477115,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671173709,billing.1412@trust.kamwenge.pharmacy.test.ug,Provider Relations 1412,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001412,UG-REG-TEST-001412,Retail Pharmacy,SMART-UG-01412,SLADE-UG-01412
UG-FAC-01413-METRO-SOROTI-PHARMACY,Metro Soroti Pharmacy,Metro Soroti Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Britam|Jubilee|APA|Prudential,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Soroti,Soroti,Soroti North,"Soroti North, Soroti, Uganda",1.699206,33.584948,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671181628,billing.1413@metro.soroti.pharmacy.test.ug,Provider Relations 1413,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001413,UG-REG-TEST-001413,Retail Pharmacy,SMART-UG-01413,SLADE-UG-01413
UG-FAC-01414-CARE-NTUNGAMO-PHARMACY,Care Ntungamo Pharmacy,Care Ntungamo Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,ICEA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Ntungamo,Ntungamo,Ntungamo Market Ward,"Ntungamo Market Ward, Ntungamo, Uganda",-0.9156,30.288127,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671189547,billing.1414@care.ntungamo.pharmacy.test.ug,Provider Relations 1414,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001414,UG-REG-TEST-001414,Retail Pharmacy,SMART-UG-01414,SLADE-UG-01414
UG-FAC-01415-ROCKET-HEALTH-BUSIA-EAST,Rocket Health Busia East,Rocket Health Busia East Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Jubilee|Prudential|Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Busia,Busia,Busia North,"Busia North, Busia, Uganda",0.486044,34.052387,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671197466,billing.1415@rocket.health.busia.east.test.ug,Provider Relations 1415,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001415,UG-REG-TEST-001415,Retail Pharmacy,SMART-UG-01415,SLADE-UG-01415
UG-FAC-01416-LIFELINK-MEDICAL-CENTRE-GULU-HILL-,LifeLink Medical Centre Gulu Hill View,LifeLink Medical Centre Gulu Hill View Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,AAR|ICEA|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Gulu,Gulu,Gulu Industrial Area,"Gulu Industrial Area, Gulu, Uganda",2.774829,32.269949,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671205385,billing.1416@lifelink.medical.centre.gulu.hill.view.test.ug,Provider Relations 1416,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001416,UG-REG-TEST-001416,Retail Pharmacy,SMART-UG-01416,SLADE-UG-01416
UG-FAC-01417-FAMILY-KANUNGU-PHARMACY,Family Kanungu Pharmacy,Family Kanungu Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Medical Concierge,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kanungu,Kanungu,Kanungu North,"Kanungu North, Kanungu, Uganda",-0.982066,29.780361,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671213304,billing.1417@family.kanungu.pharmacy.test.ug,Provider Relations 1417,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001417,UG-REG-TEST-001417,Retail Pharmacy,SMART-UG-01417,SLADE-UG-01417
UG-FAC-01418-PEARL-AMURU-PHARMACY,Pearl Amuru Pharmacy,Pearl Amuru Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,UAP Old Mutual|AAR|ICEA|Jubilee,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Amuru,Amuru,Amuru Industrial Area,"Amuru Industrial Area, Amuru, Uganda",2.778435,31.982966,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671221223,billing.1418@pearl.amuru.pharmacy.test.ug,Provider Relations 1418,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001418,UG-REG-TEST-001418,Retail Pharmacy,SMART-UG-01418,SLADE-UG-01418
UG-FAC-01419-RELIABLE-KAGADI-PHARMACY,Reliable Kagadi Pharmacy,Reliable Kagadi Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,AAR|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kagadi,Kagadi,Kagadi West,"Kagadi West, Kagadi, Uganda",0.945847,30.831947,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671229142,billing.1419@reliable.kagadi.pharmacy.test.ug,Provider Relations 1419,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001419,UG-REG-TEST-001419,Retail Pharmacy,SMART-UG-01419,SLADE-UG-01419
UG-FAC-01420-ECOPHARM-PHARMACY-KAMPALA-HILL-VIE,Ecopharm Pharmacy Kampala Hill View,Ecopharm Pharmacy Kampala Hill View Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Prudential|AAR|Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Kampala,Kampala,Kampala West,"Kampala West, Kampala, Uganda",0.348045,32.568811,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671237061,billing.1420@ecopharm.pharmacy.kampala.hill.view.test.ug,Provider Relations 1420,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001420,UG-REG-TEST-001420,Retail Pharmacy,SMART-UG-01420,SLADE-UG-01420
UG-FAC-01421-COMMUNITY-BUSIA-PHARMACY,Community Busia Pharmacy,Community Busia Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,UAP Old Mutual|Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Busia,Busia,Busia North,"Busia North, Busia, Uganda",0.498949,34.132202,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671244980,billing.1421@community.busia.pharmacy.test.ug,Provider Relations 1421,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001421,UG-REG-TEST-001421,Retail Pharmacy,SMART-UG-01421,SLADE-UG-01421
UG-FAC-01422-ST-MARY-S-BUKEDEA-PHARMACY,St. Mary's Bukedea Pharmacy,St. Mary's Bukedea Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Britam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Bukedea,Bukedea,Bukedea Lake View,"Bukedea Lake View, Bukedea, Uganda",1.304935,34.076854,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671252899,billing.1422@st.mary.s.bukedea.pharmacy.test.ug,Provider Relations 1422,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001422,UG-REG-TEST-001422,Retail Pharmacy,SMART-UG-01422,SLADE-UG-01422
UG-FAC-01423-NILE-KUMI-PHARMACY,Nile Kumi Pharmacy,Nile Kumi Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Medical Concierge|Sanlam|APA|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Kumi,Kumi,Kumi Central,"Kumi Central, Kumi, Uganda",1.490857,33.953998,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671260818,billing.1423@nile.kumi.pharmacy.test.ug,Provider Relations 1423,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001423,UG-REG-TEST-001423,Retail Pharmacy,SMART-UG-01423,SLADE-UG-01423
UG-FAC-01424-HOPE-BUNDIBUGYO-PHARMACY,Hope Bundibugyo Pharmacy,Hope Bundibugyo Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,AAR|Prudential|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Bundibugyo,Bundibugyo,Bundibugyo Mission Ward,"Bundibugyo Mission Ward, Bundibugyo, Uganda",0.699778,30.066536,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671268737,billing.1424@hope.bundibugyo.pharmacy.test.ug,Provider Relations 1424,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001424,UG-REG-TEST-001424,Retail Pharmacy,SMART-UG-01424,SLADE-UG-01424
UG-FAC-01425-LIFE-MAYUGE-PHARMACY,Life Mayuge Pharmacy,Life Mayuge Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Mayuge,Mayuge,Mayuge University Ward,"Mayuge University Ward, Mayuge, Uganda",0.493734,33.437256,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671276656,billing.1425@life.mayuge.pharmacy.test.ug,Provider Relations 1425,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001425,UG-REG-TEST-001425,Retail Pharmacy,SMART-UG-01425,SLADE-UG-01425
UG-FAC-01426-ROCKET-HEALTH-KAMPALA-INDUSTRIAL-A,Rocket Health Kampala Industrial Area,Rocket Health Kampala Industrial Area Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,UAP Old Mutual|Liberty,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Kampala,Kampala,Kampala West,"Kampala West, Kampala, Uganda",0.338267,32.565569,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671284575,billing.1426@rocket.health.kampala.industrial.area.test.ug,Provider Relations 1426,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001426,UG-REG-TEST-001426,Retail Pharmacy,SMART-UG-01426,SLADE-UG-01426
